#OTU ID,"1.00e-04, 5.00e-02, 1.00e-04","1.00e-04, 5.00e-02, 1.00e-03","1.00e-04, 1.00e-01, 1.00e-04","1.00e-04, 1.00e-01, 1.00e-03","1.00e-03, 5.00e-02, 1.00e-04","1.00e-03, 5.00e-02, 1.00e-03","1.00e-03, 1.00e-01, 1.00e-04","1.00e-03, 1.00e-01, 1.00e-03"
0096a273ac0abbb04557fff40774244c,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0863adf64994d46f2342303cdd22bde9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
08a4d4e95b0f4a7f11cd17b916fc366b,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0936f17723be73c6e5220d3bb175d53b,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0c26d5527a0f5dd2c2701bb297ac96b9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0d5505e79c745436df1ff9bc8ad6fd23,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0d7284b74eabac2d3e1e8ee760bfb9a5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0d8eb9f1fe343443a963da63c8624ecc,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0de03b1bf59a8f4c5c0d08393f06aec3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0f80e1efc31e883457907e67db06d737,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
10681bf14213620700f7d7d53ed0741f,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
121165d6030e8b1936a6d3831123f10f,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
13c16e75c695b0f8f631274c2f3f46fe,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1461f23523b10c4fb74db6e9bf7ec523,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
14c494fe6dc27490e72f444823a08f51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14d40eca73da2ba1fd6fbefab14f6bd7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15a305c7162b86a6d721bd06e12ddee1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1757e8af1885ce74a72d31cf51d96ef3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1833a75afec7752ffc65d7a287f0fe83,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
196d135d9886706e138ec8e8bbb5297d,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
19b5321fd761a60b2246d43e21d1ca89,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1a9d8a44bc13449d8a405ec36112cc80,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1aa51fd42ab60c82939dc449ad50b994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1eca3bf732545b5d25181103a16fd0f3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1ecaacf21e4a6a10b2ade1109e88d9e7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
219f69d549092c5ae0a31b1cb63d2b83,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21e33a2ea592b15eb374cec468a5144e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
224b0c2ebbfa2ada68fea069e99221fe,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22735f85eb566d9efa831603d522bf75,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
22958f3bf8531f673abde4fba80641ae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23222c238fc6897640960da15fa30ffa,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
27be9692e6893597896ce14a65888b99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
289741fd8c1b48bfc357686cdb16fb1d,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
299c141b8b33629bbf60b183b0185285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2d96eec26d92e668fa47b5eb4eee972d,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2dde75c2881689e07983a3343f7c9984,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30c2e9a9b150134c2731e653bf44bafa,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33a43ef4baebc7fd3f332f5b26ec0996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
